Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Korea, Rep.",KOR,2006,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2005,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2004,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2003,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2002,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2001,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2000,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9966583251953
"Korea, Rep.",KOR,1999,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,1998,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,1997,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,1996,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,1995,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
"Korea, Rep.",KOR,2017,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.0394253880491
"Korea, Rep.",KOR,2016,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.0985406710754
"Korea, Rep.",KOR,2015,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,28.2142436983443
"Korea, Rep.",KOR,2014,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.213110366846
"Korea, Rep.",KOR,2013,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.4619172924269
"Korea, Rep.",KOR,2012,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.9159525934896
"Korea, Rep.",KOR,2011,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.6811945427748
"Korea, Rep.",KOR,2010,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.8020099995715
"Korea, Rep.",KOR,2005,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.4069040267214
"Korea, Rep.",KOR,2000,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.7654692874653
"Korea, Rep.",KOR,1995,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.520631352866
"Korea, Rep.",KOR,1990,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.3310217248387
"Korea, Rep.",KOR,2017,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2016,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2015,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2014,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2013,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2012,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2011,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2010,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2005,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2000,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,1995,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,1990,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100
"Korea, Rep.",KOR,2018,Population density (people per sq. km of land area),EN.POP.DNST,529.652103632681
"Korea, Rep.",KOR,2017,Population density (people per sq. km of land area),EN.POP.DNST,527.918010624996
"Korea, Rep.",KOR,2016,Population density (people per sq. km of land area),EN.POP.DNST,525.656278622769
"Korea, Rep.",KOR,2015,Population density (people per sq. km of land area),EN.POP.DNST,523.525547744882
"Korea, Rep.",KOR,2014,Population density (people per sq. km of land area),EN.POP.DNST,520.852499230217
"Korea, Rep.",KOR,2013,Population density (people per sq. km of land area),EN.POP.DNST,517.612290578727
"Korea, Rep.",KOR,2012,Population density (people per sq. km of land area),EN.POP.DNST,515.875583187751
"Korea, Rep.",KOR,2011,Population density (people per sq. km of land area),EN.POP.DNST,513.804280275749
"Korea, Rep.",KOR,2010,Population density (people per sq. km of land area),EN.POP.DNST,509.815967078189
"Korea, Rep.",KOR,2009,Population density (people per sq. km of land area),EN.POP.DNST,508.013960436843
"Korea, Rep.",KOR,2008,Population density (people per sq. km of land area),EN.POP.DNST,505.770780492834
"Korea, Rep.",KOR,2007,Population density (people per sq. km of land area),EN.POP.DNST,502.307449442839
"Korea, Rep.",KOR,2006,Population density (people per sq. km of land area),EN.POP.DNST,499.982369942197
"Korea, Rep.",KOR,2005,Population density (people per sq. km of land area),EN.POP.DNST,497.517408363449
"Korea, Rep.",KOR,2004,Population density (people per sq. km of land area),EN.POP.DNST,496.617630654823
"Korea, Rep.",KOR,2003,Population density (people per sq. km of land area),EN.POP.DNST,494.755475206612
"Korea, Rep.",KOR,2002,Population density (people per sq. km of land area),EN.POP.DNST,492.248538072115
"Korea, Rep.",KOR,2001,Population density (people per sq. km of land area),EN.POP.DNST,489.664709530701
"Korea, Rep.",KOR,2000,Population density (people per sq. km of land area),EN.POP.DNST,487.332687124197
"Korea, Rep.",KOR,1999,Population density (people per sq. km of land area),EN.POP.DNST,483.274694173751
"Korea, Rep.",KOR,1998,Population density (people per sq. km of land area),EN.POP.DNST,479.851783122538
"Korea, Rep.",KOR,1997,Population density (people per sq. km of land area),EN.POP.DNST,476.400373211694
"Korea, Rep.",KOR,1996,Population density (people per sq. km of land area),EN.POP.DNST,471.953980924736
"Korea, Rep.",KOR,1995,Population density (people per sq. km of land area),EN.POP.DNST,467.478654364503
"Korea, Rep.",KOR,1994,Population density (people per sq. km of land area),EN.POP.DNST,462.798465685258
"Korea, Rep.",KOR,1993,Population density (people per sq. km of land area),EN.POP.DNST,458.165332780427
"Korea, Rep.",KOR,1992,Population density (people per sq. km of land area),EN.POP.DNST,453.534750155505
"Korea, Rep.",KOR,1991,Population density (people per sq. km of land area),EN.POP.DNST,448.84619531412
"Korea, Rep.",KOR,1990,Population density (people per sq. km of land area),EN.POP.DNST,444.425492432096
"Korea, Rep.",KOR,1989,Population density (people per sq. km of land area),EN.POP.DNST,440.068816089571
"Korea, Rep.",KOR,1988,Population density (people per sq. km of land area),EN.POP.DNST,435.737580344184
"Korea, Rep.",KOR,1987,Population density (people per sq. km of land area),EN.POP.DNST,431.491706406801
"Korea, Rep.",KOR,1986,Population density (people per sq. km of land area),EN.POP.DNST,427.261808003317
"Korea, Rep.",KOR,1985,Population density (people per sq. km of land area),EN.POP.DNST,423.032801161103
"Korea, Rep.",KOR,1984,Population density (people per sq. km of land area),EN.POP.DNST,418.888202363674
"Korea, Rep.",KOR,1983,Population density (people per sq. km of land area),EN.POP.DNST,413.750808625337
"Korea, Rep.",KOR,1982,Population density (people per sq. km of land area),EN.POP.DNST,407.695956873315
"Korea, Rep.",KOR,1981,Population density (people per sq. km of land area),EN.POP.DNST,401.443582832262
"Korea, Rep.",KOR,1980,Population density (people per sq. km of land area),EN.POP.DNST,395.228851337342
"Korea, Rep.",KOR,1979,Population density (people per sq. km of land area),EN.POP.DNST,389.117105535973
"Korea, Rep.",KOR,1978,Population density (people per sq. km of land area),EN.POP.DNST,383.259226622434
"Korea, Rep.",KOR,1977,Population density (people per sq. km of land area),EN.POP.DNST,377.480769230769
"Korea, Rep.",KOR,1976,Population density (people per sq. km of land area),EN.POP.DNST,371.641333195107
"Korea, Rep.",KOR,1975,Population density (people per sq. km of land area),EN.POP.DNST,365.75497615592
"Korea, Rep.",KOR,1974,Population density (people per sq. km of land area),EN.POP.DNST,359.65442670537
"Korea, Rep.",KOR,1973,Population density (people per sq. km of land area),EN.POP.DNST,353.547055774414
"Korea, Rep.",KOR,1972,Population density (people per sq. km of land area),EN.POP.DNST,347.350259174787
"Korea, Rep.",KOR,1971,Population density (people per sq. km of land area),EN.POP.DNST,340.894712834335
"Korea, Rep.",KOR,1970,Population density (people per sq. km of land area),EN.POP.DNST,334.240379431889
"Korea, Rep.",KOR,1969,Population density (people per sq. km of land area),EN.POP.DNST,327.019137466307
"Korea, Rep.",KOR,1968,Population density (people per sq. km of land area),EN.POP.DNST,319.70041467966
"Korea, Rep.",KOR,1967,Population density (people per sq. km of land area),EN.POP.DNST,312.367644619531
"Korea, Rep.",KOR,1966,Population density (people per sq. km of land area),EN.POP.DNST,305.158314327182
"Korea, Rep.",KOR,1965,Population density (people per sq. km of land area),EN.POP.DNST,297.581111341489
"Korea, Rep.",KOR,1964,Population density (people per sq. km of land area),EN.POP.DNST,290.111496993572
"Korea, Rep.",KOR,1963,Population density (people per sq. km of land area),EN.POP.DNST,282.622299398715
"Korea, Rep.",KOR,1962,Population density (people per sq. km of land area),EN.POP.DNST,274.860356624508
"Korea, Rep.",KOR,1961,Population density (people per sq. km of land area),EN.POP.DNST,267.112512958739
"Korea, Rep.",KOR,2010,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.027248778
"Korea, Rep.",KOR,2000,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.014838365
"Korea, Rep.",KOR,1990,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.091174523
"Korea, Rep.",KOR,2018,Population in largest city,EN.URB.LCTY,9963497
"Korea, Rep.",KOR,2017,Population in largest city,EN.URB.LCTY,9941235
"Korea, Rep.",KOR,2016,Population in largest city,EN.URB.LCTY,9919022
"Korea, Rep.",KOR,2015,Population in largest city,EN.URB.LCTY,9896859
"Korea, Rep.",KOR,2014,Population in largest city,EN.URB.LCTY,9874776
"Korea, Rep.",KOR,2013,Population in largest city,EN.URB.LCTY,9852742
"Korea, Rep.",KOR,2012,Population in largest city,EN.URB.LCTY,9830787
"Korea, Rep.",KOR,2011,Population in largest city,EN.URB.LCTY,9808821
"Korea, Rep.",KOR,2010,Population in largest city,EN.URB.LCTY,9796045
"Korea, Rep.",KOR,2009,Population in largest city,EN.URB.LCTY,9801214
"Korea, Rep.",KOR,2008,Population in largest city,EN.URB.LCTY,9806379
"Korea, Rep.",KOR,2007,Population in largest city,EN.URB.LCTY,9811560
"Korea, Rep.",KOR,2006,Population in largest city,EN.URB.LCTY,9816737
"Korea, Rep.",KOR,2005,Population in largest city,EN.URB.LCTY,9822447
"Korea, Rep.",KOR,2004,Population in largest city,EN.URB.LCTY,9829194
"Korea, Rep.",KOR,2003,Population in largest city,EN.URB.LCTY,9835965
"Korea, Rep.",KOR,2002,Population in largest city,EN.URB.LCTY,9842731
"Korea, Rep.",KOR,2001,Population in largest city,EN.URB.LCTY,9849502
"Korea, Rep.",KOR,2000,Population in largest city,EN.URB.LCTY,9879073
"Korea, Rep.",KOR,1999,Population in largest city,EN.URB.LCTY,9953637
"Korea, Rep.",KOR,1998,Population in largest city,EN.URB.LCTY,10028660
"Korea, Rep.",KOR,1997,Population in largest city,EN.URB.LCTY,10104248
"Korea, Rep.",KOR,1996,Population in largest city,EN.URB.LCTY,10180302
"Korea, Rep.",KOR,1995,Population in largest city,EN.URB.LCTY,10255889
"Korea, Rep.",KOR,1994,Population in largest city,EN.URB.LCTY,10329454
"Korea, Rep.",KOR,1993,Population in largest city,EN.URB.LCTY,10403546
"Korea, Rep.",KOR,1992,Population in largest city,EN.URB.LCTY,10478067
"Korea, Rep.",KOR,1991,Population in largest city,EN.URB.LCTY,10553329
"Korea, Rep.",KOR,1990,Population in largest city,EN.URB.LCTY,10517565
"Korea, Rep.",KOR,1989,Population in largest city,EN.URB.LCTY,10269343
"Korea, Rep.",KOR,1988,Population in largest city,EN.URB.LCTY,10027310
"Korea, Rep.",KOR,1987,Population in largest city,EN.URB.LCTY,9790337
"Korea, Rep.",KOR,1986,Population in largest city,EN.URB.LCTY,9559279
"Korea, Rep.",KOR,1985,Population in largest city,EN.URB.LCTY,9333674
"Korea, Rep.",KOR,1984,Population in largest city,EN.URB.LCTY,9113693
"Korea, Rep.",KOR,1983,Population in largest city,EN.URB.LCTY,8898311
"Korea, Rep.",KOR,1982,Population in largest city,EN.URB.LCTY,8688305
"Korea, Rep.",KOR,1981,Population in largest city,EN.URB.LCTY,8483256
"Korea, Rep.",KOR,1980,Population in largest city,EN.URB.LCTY,8244352
"Korea, Rep.",KOR,1979,Population in largest city,EN.URB.LCTY,7938110
"Korea, Rep.",KOR,1978,Population in largest city,EN.URB.LCTY,7643642
"Korea, Rep.",KOR,1977,Population in largest city,EN.URB.LCTY,7360096
"Korea, Rep.",KOR,1976,Population in largest city,EN.URB.LCTY,7087439
"Korea, Rep.",KOR,1975,Population in largest city,EN.URB.LCTY,6807519
"Korea, Rep.",KOR,1974,Population in largest city,EN.URB.LCTY,6491759
"Korea, Rep.",KOR,1973,Population in largest city,EN.URB.LCTY,6190645
"Korea, Rep.",KOR,1972,Population in largest city,EN.URB.LCTY,5903885
"Korea, Rep.",KOR,1971,Population in largest city,EN.URB.LCTY,5629671
"Korea, Rep.",KOR,1970,Population in largest city,EN.URB.LCTY,5311569
"Korea, Rep.",KOR,1969,Population in largest city,EN.URB.LCTY,4855262
"Korea, Rep.",KOR,1968,Population in largest city,EN.URB.LCTY,4438705
"Korea, Rep.",KOR,1967,Population in largest city,EN.URB.LCTY,4056882
"Korea, Rep.",KOR,1966,Population in largest city,EN.URB.LCTY,3721992
"Korea, Rep.",KOR,1965,Population in largest city,EN.URB.LCTY,3452123
"Korea, Rep.",KOR,1964,Population in largest city,EN.URB.LCTY,3202152
"Korea, Rep.",KOR,1963,Population in largest city,EN.URB.LCTY,2969667
"Korea, Rep.",KOR,1962,Population in largest city,EN.URB.LCTY,2754346
"Korea, Rep.",KOR,1961,Population in largest city,EN.URB.LCTY,2554638
"Korea, Rep.",KOR,1960,Population in largest city,EN.URB.LCTY,2361196
"Korea, Rep.",KOR,2018,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.6878905332168
"Korea, Rep.",KOR,2017,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.6997972989307
"Korea, Rep.",KOR,2016,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.7314072887103
"Korea, Rep.",KOR,2015,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.7645100164623
"Korea, Rep.",KOR,2014,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.8155452739203
"Korea, Rep.",KOR,2013,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.8910856104537
"Korea, Rep.",KOR,2012,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.9255454770199
"Korea, Rep.",KOR,2011,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.9768243105431
"Korea, Rep.",KOR,2010,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.1266107289481
"Korea, Rep.",KOR,2009,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.2898508730884
"Korea, Rep.",KOR,2008,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.4585408587504
"Korea, Rep.",KOR,2007,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.6887963724865
"Korea, Rep.",KOR,2006,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.8583067674217
"Korea, Rep.",KOR,2005,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.0599918649304
"Korea, Rep.",KOR,2004,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.2368387823272
"Korea, Rep.",KOR,2003,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.4645418455417
"Korea, Rep.",KOR,2002,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.7270831044611
"Korea, Rep.",KOR,2001,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.0102928328725
"Korea, Rep.",KOR,2000,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.394641513241
"Korea, Rep.",KOR,1999,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.8972268769249
"Korea, Rep.",KOR,1998,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.3756885543932
"Korea, Rep.",KOR,1997,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.8663524590073
"Korea, Rep.",KOR,1996,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,28.4281606366825
"Korea, Rep.",KOR,1995,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,29.0697288472988
"Korea, Rep.",KOR,1994,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,29.8748377693209
"Korea, Rep.",KOR,1993,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,30.7134127258331
"Korea, Rep.",KOR,1992,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,31.5892679781144
"Korea, Rep.",KOR,1991,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,32.5121416108705
"Korea, Rep.",KOR,1990,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,33.2241421187815
"Korea, Rep.",KOR,1989,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,33.5313091447526
"Korea, Rep.",KOR,1988,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,33.8927944598571
"Korea, Rep.",KOR,1987,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,34.3074250871997
"Korea, Rep.",KOR,1986,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,34.7852174673098
"Korea, Rep.",KOR,1985,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.2571554240612
"Korea, Rep.",KOR,1984,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.631855717479
"Korea, Rep.",KOR,1983,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.1397859834274
"Korea, Rep.",KOR,1982,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.783990550301
"Korea, Rep.",KOR,1981,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,37.5081724715477
"Korea, Rep.",KOR,1980,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,38.1262779607937
"Korea, Rep.",KOR,1979,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,38.4659890841064
"Korea, Rep.",KOR,1978,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,38.8400271831948
"Korea, Rep.",KOR,1977,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.2678016336046
"Korea, Rep.",KOR,1976,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.764514621601
"Korea, Rep.",KOR,1975,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.1709071860787
"Korea, Rep.",KOR,1974,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.1734888325375
"Korea, Rep.",KOR,1973,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.2222597330976
"Korea, Rep.",KOR,1972,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.3293367074745
"Korea, Rep.",KOR,1971,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.5112560230733
"Korea, Rep.",KOR,1970,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,40.4743210285579
"Korea, Rep.",KOR,1969,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.7148829770666
"Korea, Rep.",KOR,1968,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.063888179207
"Korea, Rep.",KOR,1967,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,38.5009128692451
"Korea, Rep.",KOR,1966,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,37.9180674580374
"Korea, Rep.",KOR,1965,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,37.1745685475373
"Korea, Rep.",KOR,1964,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.4743485987145
"Korea, Rep.",KOR,1963,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.8245313125228
"Korea, Rep.",KOR,1962,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,35.2623811228365
"Korea, Rep.",KOR,1961,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,34.7512870000615
"Korea, Rep.",KOR,1960,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,34.0675254356234
"Korea, Rep.",KOR,2018,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25893097
"Korea, Rep.",KOR,2017,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25760173
"Korea, Rep.",KOR,2016,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25629193
"Korea, Rep.",KOR,2015,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25500120
"Korea, Rep.",KOR,2014,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25373090
"Korea, Rep.",KOR,2013,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25247891
"Korea, Rep.",KOR,2012,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25124657
"Korea, Rep.",KOR,2011,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,25002850
"Korea, Rep.",KOR,2010,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24902207
"Korea, Rep.",KOR,2009,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24841508
"Korea, Rep.",KOR,2008,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24783135
"Korea, Rep.",KOR,2007,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24726784
"Korea, Rep.",KOR,2006,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24672626
"Korea, Rep.",KOR,2005,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24596288
"Korea, Rep.",KOR,2004,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24479956
"Korea, Rep.",KOR,2003,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24372755
"Korea, Rep.",KOR,2002,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24274254
"Korea, Rep.",KOR,2001,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24183498
"Korea, Rep.",KOR,2000,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,24059909
"Korea, Rep.",KOR,1999,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23872300
"Korea, Rep.",KOR,1998,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23702118
"Korea, Rep.",KOR,1997,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23547768
"Korea, Rep.",KOR,1996,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23408239
"Korea, Rep.",KOR,1995,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23269863
"Korea, Rep.",KOR,1994,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23119415
"Korea, Rep.",KOR,1993,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,22978856
"Korea, Rep.",KOR,1992,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,22847714
"Korea, Rep.",KOR,1991,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,22724882
"Korea, Rep.",KOR,1990,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,22415764
"Korea, Rep.",KOR,1989,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,21747146
"Korea, Rep.",KOR,1988,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,21103426
"Korea, Rep.",KOR,1987,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,20480947
"Korea, Rep.",KOR,1986,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,19881338
